i,e,eta,J,|k|,|u|,Esum
859,-0.0390214,-0.0390308,1.07368e+09,0.0152116,0.0771091,1.07368e+09
860,-0.0419168,-0.0419268,1.07368e+09,0.0157148,0.0765232,1.07368e+09
861,-0.0450832,-0.045094,1.07368e+09,0.016343,0.0759912,1.07368e+09
862,-0.0478744,-0.0478858,1.07368e+09,0.0167432,0.0755202,1.07368e+09
863,-0.050432,-0.050444,1.07368e+09,0.0169144,0.0751314,1.07368e+09
864,-0.0528853,-0.0528981,1.07368e+09,0.0170551,0.0748479,1.07368e+09
865,-0.0553951,-0.0554086,1.07368e+09,0.0172645,0.0746878,1.07368e+09
866,-0.0580367,-0.0580511,1.07368e+09,0.017551,0.0746555,1.07368e+09
867,-0.0609528,-0.0609681,1.07368e+09,0.0182191,0.0747399,1.07368e+09
868,-0.0635706,-0.0635869,1.07368e+09,0.018584,0.0749289,1.07368e+09
869,-0.0648866,-0.0649036,1.07368e+09,0.0187773,0.0752138,1.07368e+09
870,-0.0656275,-0.0656451,1.07368e+09,0.018886,0.0755876,1.07368e+09
871,-0.0662056,-0.0662237,1.07368e+09,0.0187259,0.0760512,1.07368e+09
872,-0.0665917,-0.0666104,1.07368e+09,0.0186957,0.076614,1.07368e+09
873,-0.0675575,-0.0675769,1.07368e+09,0.0188668,0.0772808,1.07368e+09
874,-0.0691702,-0.0691907,1.07368e+09,0.0192513,0.0780475,1.07368e+09
875,-0.0707201,-0.0707417,1.07368e+09,0.0195975,0.0789047,1.07368e+09
876,-0.0724918,-0.0725145,1.07368e+09,0.0202349,0.0798409,1.07368e+09
877,-0.0736653,-0.073689,1.07368e+09,0.0203402,0.080846,1.07368e+09
878,-0.0740541,-0.0740785,1.07368e+09,0.0204177,0.0819191,1.07368e+09
879,-0.0741694,-0.0741946,1.07368e+09,0.0202941,0.0830665,1.07368e+09
880,-0.0741816,-0.0742075,1.07368e+09,0.0201369,0.0842931,1.07368e+09
881,-0.0745119,-0.0745386,1.07368e+09,0.0200703,0.0856024,1.07368e+09
882,-0.0749491,-0.0749768,1.07368e+09,0.0201369,0.086994,1.07368e+09
883,-0.0753515,-0.0753801,1.07368e+09,0.0201421,0.0884564,1.07368e+09
884,-0.0751131,-0.0751424,1.07368e+09,0.0199424,0.0899688,1.07368e+09
885,-0.0739278,-0.0739573,1.07368e+09,0.0196253,0.0915108,1.07368e+09
886,-0.0721421,-0.0721716,1.07368e+09,0.0190612,0.0930698,1.07368e+09
887,-0.0705391,-0.0705686,1.07368e+09,0.0187588,0.0946482,1.07368e+09
888,-0.0698406,-0.0698705,1.07368e+09,0.0185603,0.0962641,1.07368e+09
889,-0.0700434,-0.070074,1.07368e+09,0.018595,0.0979342,1.07368e+09
890,-0.0708345,-0.0708661,1.07368e+09,0.0187035,0.0996604,1.07368e+09
891,-0.0717361,-0.0717688,1.07368e+09,0.0188161,0.101432,1.07368e+09
892,-0.0720454,-0.0720791,1.07368e+09,0.0187249,0.103233,1.07368e+09
893,-0.0717219,-0.0717562,1.07368e+09,0.0185357,0.105046,1.07368e+09
894,-0.0710574,-0.0710921,1.07368e+09,0.0182744,0.106864,1.07368e+09
895,-0.0698528,-0.0698876,1.07368e+09,0.0178509,0.108692,1.07368e+09
896,-0.068945,-0.06898,1.07368e+09,0.0176999,0.110527,1.07368e+09
897,-0.0680488,-0.0680841,1.07368e+09,0.0173736,0.112364,1.07368e+09
898,-0.0667623,-0.0667975,1.07368e+09,0.0170257,0.11419,1.07368e+09
899,-0.0654743,-0.0655094,1.07368e+09,0.0167376,0.115991,1.07368e+09
900,-0.0642487,-0.0642837,1.07368e+09,0.0164403,0.117757,1.07368e+09
901,-0.0626061,-0.0626407,1.07368e+09,0.0159367,0.11949,1.07368e+09
902,-0.0613387,-0.0613731,1.07368e+09,0.0158162,0.121194,1.07368e+09
903,-0.0600112,-0.0600454,1.07368e+09,0.015355,0.122872,1.07368e+09
904,-0.0587453,-0.0587792,1.07368e+09,0.0151986,0.124529,1.07368e+09
905,-0.0580332,-0.0580671,1.07368e+09,0.0150758,0.126164,1.07368e+09
906,-0.0570459,-0.0570796,1.07368e+09,0.0148091,0.127777,1.07368e+09
907,-0.0562735,-0.0563071,1.07368e+09,0.0148173,0.129363,1.07368e+09
908,-0.0547137,-0.0547468,1.07368e+09,0.0142891,0.130917,1.07368e+09
909,-0.0530257,-0.053058,1.07368e+09,0.0142057,0.13243,1.07368e+09
910,-0.050797,-0.0508283,1.07368e+09,0.0136244,0.133896,1.07368e+09
911,-0.0483553,-0.0483852,1.07368e+09,0.0132946,0.135314,1.07368e+09
912,-0.0460396,-0.0460683,1.07368e+09,0.0128411,0.136687,1.07368e+09
913,-0.0436545,-0.0436819,1.07368e+09,0.0124463,0.138013,1.07368e+09
914,-0.0415924,-0.0416187,1.07368e+09,0.0119632,0.13929,1.07368e+09
915,-0.0391257,-0.0391504,1.07368e+09,0.0113601,0.140511,1.07368e+09
916,-0.037011,-0.0370345,1.07368e+09,0.0109484,0.141667,1.07368e+09
917,-0.0349718,-0.0349941,1.07368e+09,0.0104084,0.14276,1.07368e+09
918,-0.0330876,-0.0331088,1.07368e+09,0.0101396,0.143795,1.07368e+09
919,-0.0315865,-0.0316068,1.07368e+09,0.00983388,0.144781,1.07368e+09
920,-0.0304597,-0.0304793,1.07368e+09,0.00972469,0.145722,1.07368e+09
921,-0.0292178,-0.0292366,1.07368e+09,0.00933737,0.146618,1.07368e+09
922,-0.028084,-0.0281021,1.07368e+09,0.00912774,0.147464,1.07368e+09
923,-0.0268583,-0.0268757,1.07368e+09,0.0086665,0.148251,1.07368e+09
924,-0.0246554,-0.0246713,1.07368e+09,0.00803412,0.148976,1.07368e+09
925,-0.022477,-0.0224916,1.07368e+09,0.00763369,0.149635,1.07368e+09
926,-0.020017,-0.02003,1.07368e+09,0.00704262,0.150227,1.07368e+09
927,-0.0178283,-0.0178399,1.07368e+09,0.00667475,0.150755,1.07368e+09
928,-0.0165606,-0.0165714,1.07368e+09,0.00627608,0.151222,1.07368e+09
929,-0.0159492,-0.0159595,1.07368e+09,0.00607868,0.151632,1.07368e+09
930,-0.0159821,-0.0159925,1.07368e+09,0.00596659,0.151987,1.07368e+09
931,-0.0158086,-0.0158189,1.07368e+09,0.00578168,0.152284,1.07368e+09
932,-0.0154033,-0.0154133,1.07368e+09,0.00571864,0.152518,1.07368e+09
933,-0.0143558,-0.0143652,1.07368e+09,0.00548248,0.152687,1.07368e+09
934,-0.0133492,-0.0133579,1.07368e+09,0.00544488,0.152799,1.07368e+09
935,-0.0129532,-0.0129617,1.07368e+09,0.00538348,0.15286,1.07368e+09
936,-0.013287,-0.0132957,1.07368e+09,0.00557821,0.152877,1.07368e+09
937,-0.0141804,-0.0141897,1.07368e+09,0.00574331,0.152849,1.07368e+09
938,-0.0148381,-0.0148478,1.07368e+09,0.00599396,0.152769,1.07368e+09
939,-0.0150276,-0.0150374,1.07368e+09,0.00618902,0.152627,1.07368e+09
940,-0.0143533,-0.0143627,1.07368e+09,0.00630185,0.152419,1.07368e+09
941,-0.0132166,-0.0132253,1.07368e+09,0.00642741,0.152148,1.07368e+09
942,-0.0122018,-0.0122098,1.07368e+09,0.00648178,0.15182,1.07368e+09
943,-0.0122124,-0.0122204,1.07368e+09,0.00686001,0.151447,1.07368e+09
944,-0.0130628,-0.0130713,1.07368e+09,0.0072285,0.151035,1.07368e+09
945,-0.0151582,-0.0151681,1.07368e+09,0.00800635,0.150586,1.07368e+09
946,-0.0173797,-0.017391,1.07368e+09,0.00855992,0.150096,1.07368e+09
947,-0.0189109,-0.0189232,1.07368e+09,0.00915668,0.149565,1.07368e+09
948,-0.0199617,-0.0199747,1.07368e+09,0.00942599,0.148995,1.07368e+09
949,-0.020362,-0.0203752,1.07368e+09,0.00966843,0.148392,1.07368e+09
950,-0.020719,-0.0207324,1.07368e+09,0.00972254,0.147768,1.07368e+09
951,-0.02165,-0.021664,1.07368e+09,0.0101789,0.147126,1.07368e+09
952,-0.023349,-0.0233642,1.07368e+09,0.0106556,0.146464,1.07368e+09
953,-0.0250396,-0.0250558,1.07368e+09,0.0112688,0.145774,1.07368e+09
954,-0.0266638,-0.026681,1.07368e+09,0.012166,0.145045,1.07368e+09
955,-0.0276395,-0.0276573,1.07368e+09,0.0125043,0.144272,1.07368e+09
956,-0.0281739,-0.028192,1.07368e+09,0.0132628,0.143458,1.07368e+09
957,-0.0285976,-0.0286159,1.07368e+09,0.0135775,0.142615,1.07368e+09
958,-0.0295146,-0.0295334,1.07368e+09,0.0142326,0.141756,1.07368e+09
959,-0.0310123,-0.031032,1.07368e+09,0.0147545,0.140888,1.07368e+09
960,-0.032886,-0.0329067,1.07368e+09,0.0155529,0.140018,1.07368e+09
961,-0.0350246,-0.0350465,1.07368e+09,0.0160639,0.139143,1.07368e+09
962,-0.0364743,-0.036497,1.07368e+09,0.0165488,0.138264,1.07368e+09
963,-0.0374389,-0.0374621,1.07368e+09,0.016827,0.137387,1.07368e+09
964,-0.0377849,-0.0378082,1.07368e+09,0.0168391,0.136515,1.07368e+09
965,-0.0379081,-0.0379313,1.07368e+09,0.0170715,0.135652,1.07368e+09
966,-0.0381787,-0.0382019,1.07368e+09,0.0171931,0.134803,1.07368e+09
967,-0.0384506,-0.0384739,1.07368e+09,0.0177219,0.133967,1.07368e+09
968,-0.039108,-0.0391315,1.07368e+09,0.0180392,0.133144,1.07368e+09
969,-0.0399975,-0.0400213,1.07368e+09,0.0187008,0.132334,1.07368e+09
970,-0.0406421,-0.0406661,1.07368e+09,0.0188207,0.13154,1.07368e+09
971,-0.0411787,-0.0412028,1.07368e+09,0.0191409,0.130764,1.07368e+09
972,-0.0413921,-0.0414161,1.07368e+09,0.0192195,0.130011,1.07368e+09
973,-0.0414166,-0.0414404,1.07368e+09,0.0191927,0.129292,1.07368e+09
974,-0.0420136,-0.0420375,1.07368e+09,0.0195539,0.128616,1.07368e+09
975,-0.0427086,-0.0427327,1.07368e+09,0.0195021,0.127989,1.07368e+09
976,-0.0435355,-0.0435598,1.07368e+09,0.0198502,0.127417,1.07368e+09
977,-0.0442859,-0.0443104,1.07368e+09,0.0198813,0.126896,1.07368e+09
978,-0.0447662,-0.0447907,1.07368e+09,0.0198208,0.126422,1.07368e+09
979,-0.044851,-0.0448753,1.07368e+09,0.0196839,0.125994,1.07368e+09
980,-0.0447631,-0.0447872,1.07368e+09,0.0194671,0.125618,1.07368e+09
981,-0.044722,-0.0447459,1.07368e+09,0.019209,0.125297,1.07368e+09
982,-0.0447297,-0.0447534,1.07368e+09,0.0190689,0.125036,1.07368e+09
983,-0.0453636,-0.0453874,1.07368e+09,0.0192358,0.124835,1.07368e+09
984,-0.0465219,-0.0465462,1.07368e+09,0.0192986,0.124693,1.07368e+09
985,-0.0479981,-0.0480229,1.07368e+09,0.0196058,0.124611,1.07368e+09
986,-0.0495321,-0.0495575,1.07368e+09,0.0196398,0.124594,1.07368e+09
987,-0.050972,-0.0509981,1.07368e+09,0.0195634,0.124643,1.07368e+09
988,-0.0521059,-0.0521324,1.07368e+09,0.019325,0.124763,1.07368e+09
989,-0.0532557,-0.0532828,1.07368e+09,0.0190707,0.124962,1.07368e+09
990,-0.0544198,-0.0544474,1.07368e+09,0.0188874,0.125242,1.07368e+09
991,-0.0559314,-0.0559599,1.07368e+09,0.0187622,0.125604,1.07368e+09
992,-0.0576339,-0.0576633,1.07368e+09,0.0189192,0.126042,1.07368e+09
993,-0.0593773,-0.0594078,1.07368e+09,0.0189481,0.126548,1.07368e+09
994,-0.0609504,-0.0609818,1.07368e+09,0.0190382,0.127112,1.07368e+09
995,-0.0619288,-0.061961,1.07368e+09,0.0188983,0.127728,1.07368e+09
996,-0.0625394,-0.0625721,1.07368e+09,0.0186817,0.128396,1.07368e+09
997,-0.0631615,-0.0631948,1.07368e+09,0.0185386,0.12912,1.07368e+09
998,-0.0644207,-0.0644551,1.07368e+09,0.0185591,0.129909,1.07368e+09
999,-0.0662539,-0.0662896,1.07368e+09,0.0187452,0.130768,1.07368e+09
1000,-0.0687209,-0.0687585,1.07368e+09,0.0192017,0.131697,1.07368e+09
1001,-0.0710992,-0.0711386,1.07368e+09,0.0194807,0.132688,1.07368e+09
1002,-0.0726502,-0.0726912,1.07368e+09,0.0196051,0.133732,1.07368e+09
1003,-0.073626,-0.0736683,1.07368e+09,0.019634,0.134821,1.07368e+09
1004,-0.0738985,-0.0739416,1.07368e+09,0.0193428,0.135954,1.07368e+09
1005,-0.073899,-0.0739429,1.07368e+09,0.0192302,0.137135,1.07368e+09
1006,-0.0743535,-0.0743985,1.07368e+09,0.019271,0.138366,1.07368e+09
1007,-0.0750664,-0.0751126,1.07368e+09,0.0193611,0.139643,1.07368e+09
1008,-0.0759328,-0.0759804,1.07368e+09,0.0195762,0.140957,1.07368e+09
1009,-0.0766531,-0.0767021,1.07368e+09,0.0196964,0.142295,1.07368e+09
1010,-0.0767435,-0.0767935,1.07368e+09,0.0196089,0.143647,1.07368e+09
1011,-0.076155,-0.0762056,1.07368e+09,0.0193985,0.145007,1.07368e+09
1012,-0.0751611,-0.0752119,1.07368e+09,0.0191295,0.146375,1.07368e+09
1013,-0.0742892,-0.0743403,1.07368e+09,0.0189364,0.147757,1.07368e+09
1014,-0.0738971,-0.0739487,1.07368e+09,0.0189264,0.149154,1.07368e+09
1015,-0.0740007,-0.0740532,1.07368e+09,0.0189762,0.150567,1.07368e+09
1016,-0.0739296,-0.0739829,1.07368e+09,0.0189103,0.151987,1.07368e+09
1017,-0.0734087,-0.0734624,1.07368e+09,0.0187564,0.153404,1.07368e+09
1018,-0.0721627,-0.0722164,1.07368e+09,0.0183581,0.154805,1.07368e+09
1019,-0.0701275,-0.0701804,1.07368e+09,0.0178268,0.156188,1.07368e+09
1020,-0.0680132,-0.0680651,1.07368e+09,0.017362,0.157552,1.07368e+09
1021,-0.0658309,-0.0658817,1.07368e+09,0.0168326,0.158899,1.07368e+09
1022,-0.0638361,-0.0638859,1.07368e+09,0.0164426,0.16023,1.07368e+09
1023,-0.0621289,-0.0621779,1.07368e+09,0.0161035,0.161537,1.07368e+09
1024,-0.0602407,-0.0602887,1.07368e+09,0.0156622,0.162809,1.07368e+09
1025,-0.058041,-0.0580876,1.07368e+09,0.015206,0.16404,1.07368e+09
1026,-0.0556596,-0.0557046,1.07368e+09,0.0146877,0.165225,1.07368e+09
1027,-0.0532448,-0.0532882,1.07368e+09,0.0141491,0.16637,1.07368e+09
1028,-0.0508133,-0.050855,1.07368e+09,0.0136012,0.16748,1.07368e+09
1029,-0.0487118,-0.0487519,1.07368e+09,0.0132061,0.168559,1.07368e+09
1030,-0.046767,-0.0468057,1.07368e+09,0.0127635,0.169605,1.07368e+09
1031,-0.0445194,-0.0445565,1.07368e+09,0.0123032,0.170609,1.07368e+09
1032,-0.0422307,-0.042266,1.07368e+09,0.0118942,0.171565,1.07368e+09
1033,-0.0396517,-0.039685,1.07368e+09,0.0113024,0.172465,1.07368e+09
1034,-0.0367793,-0.0368102,1.07368e+09,0.0107355,0.173309,1.07368e+09
1035,-0.0341536,-0.0341823,1.07368e+09,0.0102308,0.174099,1.07368e+09
1036,-0.0316461,-0.0316728,1.07368e+09,0.00974474,0.17484,1.07368e+09
1037,-0.0293951,-0.02942,1.07368e+09,0.00938018,0.175533,1.07368e+09
1038,-0.0276101,-0.0276335,1.07368e+09,0.00923039,0.17618,1.07368e+09
1039,-0.0258566,-0.0258784,1.07368e+09,0.0089097,0.176777,1.07368e+09
1040,-0.0242102,-0.0242307,1.07368e+09,0.00882868,0.177322,1.07368e+09
1041,-0.0224495,-0.0224685,1.07368e+09,0.00852106,0.177812,1.07368e+09
1042,-0.0206782,-0.0206957,1.07368e+09,0.00822993,0.178252,1.07368e+09
1043,-0.0194812,-0.0194977,1.07368e+09,0.00802672,0.178645,1.07368e+09
1044,-0.0184273,-0.0184429,1.07368e+09,0.00769586,0.179,1.07368e+09
1045,-0.0178222,-0.0178373,1.07368e+09,0.00761869,0.179318,1.07368e+09
1046,-0.0171496,-0.0171641,1.07368e+09,0.00743817,0.179596,1.07368e+09
1047,-0.0164421,-0.0164561,1.07368e+09,0.0074277,0.17983,1.07368e+09
1048,-0.0155427,-0.0155558,1.07368e+09,0.00730854,0.180012,1.07368e+09
1049,-0.0147127,-0.0147251,1.07368e+09,0.007314,0.180139,1.07368e+09
1050,-0.0140056,-0.0140175,1.07368e+09,0.00720799,0.180213,1.07368e+09
1051,-0.0131946,-0.0132057,1.07368e+09,0.00719218,0.180238,1.07368e+09
1052,-0.013036,-0.013047,1.07368e+09,0.00717294,0.180217,1.07368e+09
1053,-0.0129413,-0.0129523,1.07368e+09,0.00721555,0.180153,1.07368e+09
1054,-0.0133326,-0.0133439,1.07368e+09,0.00742509,0.180045,1.07368e+09
1055,-0.0138758,-0.0138875,1.07368e+09,0.0076175,0.17989,1.07368e+09
1056,-0.0143409,-0.014353,1.07368e+09,0.0078623,0.179689,1.07368e+09
1057,-0.0145339,-0.0145461,1.07368e+09,0.00794267,0.179441,1.07368e+09
1058,-0.0143742,-0.0143863,1.07368e+09,0.00803853,0.179145,1.07368e+09
1059,-0.0141193,-0.0141312,1.07368e+09,0.00794857,0.178804,1.07368e+09
1060,-0.013695,-0.0137065,1.07368e+09,0.00799029,0.178422,1.07368e+09
1061,-0.0135591,-0.0135705,1.07368e+09,0.00807004,0.177999,1.07368e+09
1062,-0.013735,-0.0137465,1.07368e+09,0.00827875,0.177534,1.07368e+09
1063,-0.0138109,-0.0138224,1.07368e+09,0.00861484,0.177018,1.07368e+09
1064,-0.0139184,-0.01393,1.07368e+09,0.00910705,0.176445,1.07368e+09
1065,-0.0133897,-0.0134009,1.07368e+09,0.00943882,0.175808,1.07368e+09
1066,-0.0126279,-0.0126384,1.07368e+09,0.00984083,0.175112,1.07368e+09
1067,-0.0119021,-0.011912,1.07368e+09,0.0101316,0.174366,1.07368e+09
1068,-0.0113601,-0.0113695,1.07368e+09,0.0102899,0.173578,1.07368e+09
1069,-0.0113464,-0.0113558,1.07368e+09,0.0107019,0.17275,1.07368e+09
1070,-0.0113075,-0.0113168,1.07368e+09,0.0111189,0.171879,1.07368e+09
1071,-0.0111175,-0.0111266,1.07368e+09,0.0116621,0.170958,1.07368e+09
1072,-0.0105124,-0.010521,1.07368e+09,0.0122658,0.169978,1.07368e+09
1073,-0.00926999,-0.00927751,1.07368e+09,0.012726,0.168941,1.07368e+09
1074,-0.00771077,-0.00771699,1.07368e+09,0.0131353,0.167851,1.07368e+09
1075,-0.00625833,-0.00626334,1.07368e+09,0.0135651,0.166716,1.07368e+09
1076,-0.00501545,-0.00501943,1.07368e+09,0.0139751,0.165541,1.07368e+09
1077,-0.00439747,-0.00440094,1.07368e+09,0.014576,0.164326,1.07368e+09
1078,-0.00390485,-0.00390791,1.07368e+09,0.0152372,0.163067,1.07368e+09
1079,-0.00361652,-0.00361932,1.07368e+09,0.0159161,0.161756,1.07368e+09
1080,-0.00265682,-0.00265885,1.07368e+09,0.0166434,0.160393,1.07368e+09
1081,-0.00155881,-0.00155999,1.07368e+09,0.0171335,0.158983,1.07368e+09
1082,-0.000376728,-0.00037701,1.07368e+09,0.0175808,0.157535,1.07368e+09
1083,0.000493014,0.000493378,1.07368e+09,0.0179129,0.156062,1.07368e+09
1084,0.000550214,0.000550614,1.07368e+09,0.0182873,0.15457,1.07368e+09
1085,0.000427358,0.000427664,1.07368e+09,0.0186945,0.153058,1.07368e+09
1086,0.000221312,0.000221467,1.07368e+09,0.0190932,0.151524,1.07368e+09
1087,0.000450037,0.000450348,1.07368e+09,0.0195739,0.149962,1.07368e+09
1088,0.000924937,0.000925565,1.07368e+09,0.019756,0.148375,1.07368e+09
1089,0.0016839,0.00168502,1.07368e+09,0.0199535,0.146769,1.07368e+09
1090,0.00200679,0.0020081,1.07368e+09,0.0200734,0.145156,1.07368e+09
1091,0.00183504,0.00183621,1.07368e+09,0.0200281,0.143544,1.07368e+09
1092,0.000911698,0.000912269,1.07368e+09,0.0202654,0.141936,1.07368e+09
1093,-0.000365835,-0.000366059,1.07368e+09,0.0203362,0.140332,1.07368e+09
1094,-0.00159946,-0.00160042,1.07368e+09,0.0205283,0.138728,1.07368e+09
1095,-0.00251643,-0.0025179,1.07368e+09,0.0204882,0.137127,1.07368e+09
1096,-0.00317547,-0.00317728,1.07368e+09,0.0203844,0.135537,1.07368e+09
1097,-0.00391594,-0.00391812,1.07368e+09,0.019964,0.13397,1.07368e+09
1098,-0.004853,-0.00485563,1.07368e+09,0.0196404,0.132434,1.07368e+09
1099,-0.00635921,-0.00636258,1.07368e+09,0.0193293,0.130934,1.07368e+09
1100,-0.0080895,-0.00809368,1.07368e+09,0.0190586,0.129471,1.07368e+09
1101,-0.00994716,-0.00995218,1.07368e+09,0.0190143,0.128041,1.07368e+09
1102,-0.0114766,-0.0114823,1.07368e+09,0.0186668,0.126641,1.07368e+09
1103,-0.0125154,-0.0125214,1.07368e+09,0.0185529,0.125268,1.07368e+09
1104,-0.0134945,-0.0135009,1.07368e+09,0.0180621,0.123926,1.07368e+09
1105,-0.0144845,-0.0144912,1.07368e+09,0.0177779,0.12262,1.07368e+09
1106,-0.0159256,-0.0159328,1.07368e+09,0.0173788,0.12136,1.07368e+09
1107,-0.017864,-0.0178719,1.07368e+09,0.0172208,0.120151,1.07368e+09
1108,-0.0201044,-0.0201131,1.07368e+09,0.0169894,0.11899,1.07368e+09
1109,-0.0221658,-0.0221753,1.07368e+09,0.016967,0.117873,1.07368e+09
1110,-0.0238729,-0.0238829,1.07368e+09,0.0168277,0.116796,1.07368e+09
1111,-0.025104,-0.0251143,1.07368e+09,0.0165817,0.115759,1.07368e+09
1112,-0.0259926,-0.0260031,1.07368e+09,0.0163611,0.114767,1.07368e+09
1113,-0.0269145,-0.0269252,1.07368e+09,0.0160136,0.113826,1.07368e+09
1114,-0.0278891,-0.0279001,1.07368e+09,0.0157849,0.112938,1.07368e+09
1115,-0.0290585,-0.0290698,1.07368e+09,0.0156595,0.112101,1.07368e+09
1116,-0.0302666,-0.0302782,1.07368e+09,0.0156432,0.111315,1.07368e+09
1117,-0.0315836,-0.0315955,1.07368e+09,0.0156441,0.110574,1.07368e+09
1118,-0.0325801,-0.0325922,1.07368e+09,0.0156022,0.109874,1.07368e+09
1119,-0.0333162,-0.0333286,1.07368e+09,0.0156585,0.109213,1.07368e+09
1120,-0.0335705,-0.0335828,1.07368e+09,0.015441,0.108589,1.07368e+09
1121,-0.0335142,-0.0335264,1.07368e+09,0.0153992,0.108004,1.07368e+09
1122,-0.0336468,-0.0336589,1.07368e+09,0.0152846,0.107461,1.07368e+09
1123,-0.0337343,-0.0337464,1.07368e+09,0.0151148,0.106964,1.07368e+09
1124,-0.0341886,-0.0342007,1.07368e+09,0.0152471,0.106513,1.07368e+09
1125,-0.0344837,-0.0344958,1.07368e+09,0.0150141,0.106106,1.07368e+09
1126,-0.0343071,-0.034319,1.07368e+09,0.0150764,0.105734,1.07368e+09
1127,-0.0337682,-0.0337798,1.07368e+09,0.0147582,0.105389,1.07368e+09
1128,-0.0324283,-0.0324393,1.07368e+09,0.0145859,0.105065,1.07368e+09
1129,-0.0308514,-0.0308618,1.07368e+09,0.0142236,0.104764,1.07368e+09
1130,-0.029229,-0.0292388,1.07368e+09,0.0139828,0.104489,1.07368e+09
1131,-0.0278018,-0.027811,1.07368e+09,0.0137143,0.104242,1.07368e+09
1132,-0.0269946,-0.0270034,1.07368e+09,0.0136584,0.10402,1.07368e+09
1133,-0.0263477,-0.0263563,1.07368e+09,0.0136106,0.103816,1.07368e+09
1134,-0.0254456,-0.0254538,1.07368e+09,0.0134897,0.103624,1.07368e+09
1135,-0.0241246,-0.0241323,1.07368e+09,0.0133849,0.10344,1.07368e+09
1136,-0.0223486,-0.0223556,1.07368e+09,0.0129825,0.103266,1.07368e+09
1137,-0.0202025,-0.0202088,1.07368e+09,0.0126225,0.103106,1.07368e+09
1138,-0.0181056,-0.0181111,1.07368e+09,0.0121548,0.102962,1.07368e+09
1139,-0.0163269,-0.0163318,1.07368e+09,0.011958,0.102832,1.07368e+09
1140,-0.0147474,-0.0147518,1.07368e+09,0.0116214,0.102711,1.07368e+09
1141,-0.013342,-0.013346,1.07368e+09,0.0116169,0.102592,1.07368e+09
1142,-0.0114572,-0.0114606,1.07368e+09,0.0112362,0.102467,1.07368e+09
1143,-0.00912394,-0.00912656,1.07368e+09,0.0110229,0.102329,1.07368e+09
1144,-0.00638515,-0.00638697,1.07368e+09,0.0106072,0.102178,1.07368e+09
1145,-0.00360986,-0.00361088,1.07368e+09,0.0103129,0.102018,1.07368e+09
1146,-0.0015479,-0.00154833,1.07368e+09,0.0100521,0.101852,1.07368e+09
1147,3.0513e-07,3.05213e-07,1.07368e+09,0.00982102,0.101683,1.07368e+09
1148,0.000916603,0.000916852,1.07368e+09,0.00978783,0.101507,1.07368e+09
1149,0.00197213,0.00197266,1.07368e+09,0.00961249,0.101318,1.07368e+09
1150,0.00352873,0.00352967,1.07368e+09,0.00950769,0.10111,1.07368e+09
1151,0.00533068,0.00533208,1.07368e+09,0.0092137,0.100881,1.07368e+09
1152,0.00749384,0.00749579,1.07368e+09,0.00889372,0.100638,1.07368e+09
1153,0.00925585,0.00925824,1.07368e+09,0.00855226,0.100385,1.07368e+09
1154,0.010732,0.0107347,1.07368e+09,0.00837064,0.100124,1.07368e+09
1155,0.0118279,0.0118309,1.07368e+09,0.00826934,0.0998505,1.07368e+09
1156,0.012726,0.0127292,1.07368e+09,0.00831887,0.0995553,1.07368e+09
1157,0.0139061,0.0139096,1.07368e+09,0.00837888,0.0992314,1.07368e+09
1158,0.0155615,0.0155654,1.07368e+09,0.00845643,0.0988762,1.07368e+09
1159,0.0173758,0.0173802,1.07368e+09,0.00843481,0.0984925,1.07368e+09
1160,0.0190408,0.0190456,1.07368e+09,0.00835814,0.0980861,1.07368e+09
1161,0.0201863,0.0201914,1.07368e+09,0.00827339,0.0976608,1.07368e+09
1162,0.0206449,0.02065,1.07368e+09,0.00818028,0.0972158,1.07368e+09
1163,0.0207496,0.0207547,1.07368e+09,0.0081873,0.0967469,1.07368e+09
1164,0.0209974,0.0210026,1.07368e+09,0.0083121,0.0962497,1.07368e+09
1165,0.0216616,0.021667,1.07368e+09,0.00838271,0.0957214,1.07368e+09
1166,0.0228199,0.0228256,1.07368e+09,0.00852603,0.0951628,1.07368e+09
1167,0.0244515,0.0244576,1.07368e+09,0.00866167,0.094578,1.07368e+09
1168,0.0258856,0.0258921,1.07368e+09,0.00873874,0.0939698,1.07368e+09
1169,0.0271381,0.0271449,1.07368e+09,0.00894393,0.0933381,1.07368e+09
1170,0.0278842,0.0278913,1.07368e+09,0.00905592,0.0926792,1.07368e+09
1171,0.0285432,0.0285505,1.07368e+09,0.00939757,0.0919876,1.07368e+09
1172,0.0293059,0.0293134,1.07368e+09,0.009693,0.0912574,1.07368e+09
1173,0.0301842,0.0301919,1.07368e+09,0.0100631,0.0904869,1.07368e+09
1174,0.0314407,0.0314488,1.07368e+09,0.0104505,0.0896802,1.07368e+09
1175,0.032571,0.0325794,1.07368e+09,0.0106663,0.0888437,1.07368e+09
1176,0.0332852,0.0332938,1.07368e+09,0.0108223,0.0879814,1.07368e+09
1177,0.0338264,0.0338352,1.07368e+09,0.0110603,0.0870929,1.07368e+09
1178,0.033923,0.0339319,1.07368e+09,0.0111417,0.0861739,1.07368e+09
1179,0.0341557,0.0341646,1.07368e+09,0.0115453,0.0852192,1.07368e+09
1180,0.0345239,0.034533,1.07368e+09,0.0118325,0.0842268,1.07368e+09
1181,0.0350692,0.0350785,1.07368e+09,0.0122293,0.0831975,1.07368e+09
