i,e,eta,J,|k|,|u|,Esum
353,0.099595,0.100049,1.07368e+09,0.0700231,0.200033,1.07368e+09
354,0.0899937,0.0903915,1.07368e+09,0.0779763,0.194578,1.07368e+09
355,0.0859532,0.0863184,1.07368e+09,0.0823918,0.188509,1.07368e+09
356,0.0841191,0.0844609,1.07368e+09,0.0822557,0.182479,1.07368e+09
357,0.0923974,0.0927582,1.07368e+09,0.0740901,0.177244,1.07368e+09
358,0.0797,0.0800017,1.07368e+09,0.0651193,0.172958,1.07368e+09
359,0.0799809,0.0802765,1.07368e+09,0.0595001,0.169203,1.07368e+09
360,0.0732279,0.0734933,1.07368e+09,0.0564557,0.165559,1.07368e+09
361,0.0685982,0.0688416,1.07368e+09,0.0599968,0.161807,1.07368e+09
362,0.0734604,0.0737149,1.07368e+09,0.0609439,0.157846,1.07368e+09
363,0.0854042,0.0856919,1.07368e+09,0.0696884,0.153756,1.07368e+09
364,0.113934,0.114306,1.07368e+09,0.0749575,0.149835,1.07368e+09
365,0.140929,0.141375,1.07368e+09,0.0787193,0.146227,1.07368e+09
366,0.17507,0.175609,1.07368e+09,0.0892511,0.142817,1.07368e+09
367,0.202495,0.203101,1.07368e+09,0.0920634,0.139585,1.07368e+09
368,0.209639,0.210247,1.07368e+09,0.0965453,0.136692,1.07368e+09
369,0.200522,0.20108,1.07368e+09,0.094175,0.134253,1.07368e+09
370,0.189376,0.18988,1.07368e+09,0.091321,0.132214,1.07368e+09
371,0.173455,0.173893,1.07368e+09,0.0904652,0.130469,1.07368e+09
372,0.172127,0.172541,1.07368e+09,0.0859077,0.129043,1.07368e+09
373,0.176473,0.176879,1.07368e+09,0.0852662,0.128116,1.07368e+09
374,0.174215,0.174601,1.07368e+09,0.0794698,0.12779,1.07368e+09
375,0.164291,0.164643,1.07368e+09,0.0752496,0.127862,1.07368e+09
376,0.147765,0.148071,1.07368e+09,0.0708747,0.128004,1.07368e+09
377,0.130633,0.130893,1.07368e+09,0.0692637,0.127942,1.07368e+09
378,0.111762,0.111974,1.07368e+09,0.0698902,0.127451,1.07368e+09
379,0.112413,0.112613,1.07368e+09,0.0750026,0.12662,1.07368e+09
380,0.115289,0.115477,1.07368e+09,0.0801125,0.125924,1.07368e+09
381,0.115041,0.115213,1.07368e+09,0.0734583,0.125658,1.07368e+09
382,0.11457,0.114728,1.07368e+09,0.0750084,0.125768,1.07368e+09
383,0.11069,0.110829,1.07368e+09,0.0678639,0.126236,1.07368e+09
384,0.102021,0.102139,1.07368e+09,0.063828,0.127065,1.07368e+09
385,0.0872776,0.0873724,1.07368e+09,0.0506648,0.128174,1.07368e+09
386,0.0662089,0.0662771,1.07368e+09,0.0451731,0.129483,1.07368e+09
387,0.0452664,0.0453113,1.07368e+09,0.033377,0.130917,1.07368e+09
388,0.0346696,0.0347035,1.07368e+09,0.0208882,0.13236,1.07368e+09
389,0.0246919,0.0247159,1.07368e+09,0.0164293,0.133673,1.07368e+09
390,0.0193988,0.0194176,1.07368e+09,0.0126579,0.134819,1.07368e+09
391,0.00979288,0.0098024,1.07368e+09,0.0114745,0.135837,1.07368e+09
392,0.00297582,0.00297872,1.07368e+09,0.01157,0.136709,1.07368e+09
393,-0.00320557,-0.00320868,1.07368e+09,0.0120512,0.13742,1.07368e+09
394,-0.0189038,-0.0189222,1.07368e+09,0.0135326,0.138,1.07368e+09
395,-0.0255243,-0.0255492,1.07368e+09,0.0131682,0.138482,1.07368e+09
396,-0.0257763,-0.0258014,1.07368e+09,0.013069,0.138911,1.07368e+09
397,-0.0249219,-0.0249462,1.07368e+09,0.0130253,0.139328,1.07368e+09
398,-0.0232136,-0.0232363,1.07368e+09,0.0129765,0.139705,1.07368e+09
399,-0.0216346,-0.0216557,1.07368e+09,0.0125778,0.13997,1.07368e+09
400,-0.0286441,-0.0286722,1.07368e+09,0.0144965,0.140069,1.07368e+09
401,-0.0344649,-0.0344987,1.07368e+09,0.0154136,0.140026,1.07368e+09
402,-0.0400443,-0.0400838,1.07368e+09,0.0155591,0.13994,1.07368e+09
403,-0.0508576,-0.050908,1.07368e+09,0.0182835,0.139852,1.07368e+09
404,-0.0581329,-0.0581909,1.07368e+09,0.020069,0.139713,1.07368e+09
405,-0.0625197,-0.0625823,1.07368e+09,0.0222497,0.13944,1.07368e+09
406,-0.065405,-0.0654708,1.07368e+09,0.0242886,0.139004,1.07368e+09
407,-0.0674944,-0.0675626,1.07368e+09,0.0234046,0.138464,1.07368e+09
408,-0.0639159,-0.0639808,1.07368e+09,0.0211483,0.137918,1.07368e+09
409,-0.0631182,-0.0631828,1.07368e+09,0.019547,0.137448,1.07368e+09
410,-0.0650757,-0.0651429,1.07368e+09,0.0193357,0.137058,1.07368e+09
411,-0.0618488,-0.0619131,1.07368e+09,0.0184617,0.136672,1.07368e+09
412,-0.0546405,-0.0546977,1.07368e+09,0.0168069,0.136191,1.07368e+09
413,-0.0487555,-0.0488067,1.07368e+09,0.0164421,0.135578,1.07368e+09
414,-0.0427923,-0.0428374,1.07368e+09,0.0160382,0.134833,1.07368e+09
415,-0.0356919,-0.0357296,1.07368e+09,0.0142877,0.133954,1.07368e+09
416,-0.0291382,-0.029169,1.07368e+09,0.0130624,0.133023,1.07368e+09
417,-0.0240324,-0.0240579,1.07368e+09,0.0126118,0.132213,1.07368e+09
418,-0.0246536,-0.0246797,1.07368e+09,0.0138364,0.131555,1.07368e+09
419,-0.0252696,-0.0252965,1.07368e+09,0.0120303,0.130905,1.07368e+09
420,-0.0257203,-0.0257476,1.07368e+09,0.0125275,0.130128,1.07368e+09
421,-0.0279429,-0.0279726,1.07368e+09,0.0148499,0.12919,1.07368e+09
422,-0.0272145,-0.0272435,1.07368e+09,0.0139562,0.128165,1.07368e+09
423,-0.0239212,-0.0239466,1.07368e+09,0.0132668,0.127165,1.07368e+09
424,-0.0134789,-0.0134932,1.07368e+09,0.0115863,0.126242,1.07368e+09
425,0.0017276,0.00172943,1.07368e+09,0.0109193,0.125362,1.07368e+09
426,0.00772266,0.00773087,1.07368e+09,0.0108417,0.124442,1.07368e+09
427,0.0109525,0.0109641,1.07368e+09,0.0110152,0.123392,1.07368e+09
428,0.0211845,0.021207,1.07368e+09,0.0133531,0.122121,1.07368e+09
429,0.0345695,0.0346063,1.07368e+09,0.0166091,0.120587,1.07368e+09
430,0.0458225,0.0458713,1.07368e+09,0.0211508,0.118784,1.07368e+09
431,0.0550227,0.0550811,1.07368e+09,0.0229067,0.11667,1.07368e+09
432,0.0607613,0.0608257,1.07368e+09,0.0251996,0.114312,1.07368e+09
433,0.0630515,0.0631182,1.07368e+09,0.0257113,0.111945,1.07368e+09
434,0.0631268,0.0631933,1.07368e+09,0.0254943,0.109677,1.07368e+09
435,0.0565028,0.056562,1.07368e+09,0.024584,0.107396,1.07368e+09
436,0.050881,0.0509339,1.07368e+09,0.0294487,0.104984,1.07368e+09
437,0.0488467,0.0488964,1.07368e+09,0.0319865,0.102348,1.07368e+09
438,0.048038,0.0480857,1.07368e+09,0.0322526,0.0994185,1.07368e+09
439,0.0516598,0.0517099,1.07368e+09,0.0350078,0.0964076,1.07368e+09
440,0.0614611,0.0615192,1.07368e+09,0.0340129,0.0937158,1.07368e+09
441,0.0750686,0.0751386,1.07368e+09,0.0323391,0.091511,1.07368e+09
442,0.08712,0.0872011,1.07368e+09,0.0322967,0.0896903,1.07368e+09
443,0.0916857,0.0917712,1.07368e+09,0.0331427,0.0880017,1.07368e+09
444,0.0924774,0.0925636,1.07368e+09,0.0337848,0.0861626,1.07368e+09
445,0.0971523,0.0972426,1.07368e+09,0.03811,0.0841556,1.07368e+09
446,0.10022,0.100312,1.07368e+09,0.0383537,0.0822981,1.07368e+09
447,0.106705,0.106803,1.07368e+09,0.0397171,0.0808244,1.07368e+09
448,0.114988,0.115093,1.07368e+09,0.04085,0.0797531,1.07368e+09
449,0.117399,0.117507,1.07368e+09,0.0397463,0.0790401,1.07368e+09
450,0.115471,0.115578,1.07368e+09,0.0415556,0.0785559,1.07368e+09
451,0.109201,0.109301,1.07368e+09,0.040373,0.0781622,1.07368e+09
452,0.100469,0.10056,1.07368e+09,0.0409516,0.0778648,1.07368e+09
453,0.0942654,0.0943485,1.07368e+09,0.0412736,0.0777596,1.07368e+09
454,0.0963135,0.0963967,1.07368e+09,0.0404757,0.0779357,1.07368e+09
455,0.0990024,0.0990865,1.07368e+09,0.0393554,0.0785066,1.07368e+09
456,0.106696,0.106786,1.07368e+09,0.0412172,0.079549,1.07368e+09
457,0.124546,0.124652,1.07368e+09,0.0421006,0.0810761,1.07368e+09
458,0.140702,0.140824,1.07368e+09,0.042056,0.0831533,1.07368e+09
459,0.151309,0.151445,1.07368e+09,0.0439782,0.0857869,1.07368e+09
460,0.155802,0.155948,1.07368e+09,0.0429178,0.0887907,1.07368e+09
461,0.154469,0.15462,1.07368e+09,0.0424394,0.091961,1.07368e+09
462,0.151664,0.151817,1.07368e+09,0.041984,0.0952218,1.07368e+09
463,0.153129,0.15329,1.07368e+09,0.0425877,0.0985856,1.07368e+09
464,0.159702,0.159876,1.07368e+09,0.0440856,0.102188,1.07368e+09
465,0.170313,0.170508,1.07368e+09,0.0470181,0.106215,1.07368e+09
466,0.179369,0.179585,1.07368e+09,0.0472886,0.11063,1.07368e+09
467,0.1831,0.183332,1.07368e+09,0.0473127,0.115193,1.07368e+09
468,0.180191,0.18043,1.07368e+09,0.0461562,0.119711,1.07368e+09
469,0.174708,0.17495,1.07368e+09,0.0449618,0.124127,1.07368e+09
470,0.174295,0.174547,1.07368e+09,0.0451422,0.128503,1.07368e+09
471,0.176684,0.176951,1.07368e+09,0.044848,0.132979,1.07368e+09
472,0.182885,0.183174,1.07368e+09,0.0472884,0.137643,1.07368e+09
473,0.192773,0.193093,1.07368e+09,0.0499125,0.142451,1.07368e+09
474,0.201353,0.201705,1.07368e+09,0.0517793,0.147302,1.07368e+09
475,0.2006,0.200968,1.07368e+09,0.0506491,0.152064,1.07368e+09
476,0.19497,0.195343,1.07368e+09,0.0503723,0.156634,1.07368e+09
477,0.188719,0.189093,1.07368e+09,0.0489121,0.161067,1.07368e+09
478,0.175403,0.175762,1.07368e+09,0.044624,0.165454,1.07368e+09
479,0.159956,0.160291,1.07368e+09,0.0419247,0.169731,1.07368e+09
480,0.146102,0.146414,1.07368e+09,0.0383944,0.173773,1.07368e+09
481,0.134993,0.135286,1.07368e+09,0.0361607,0.177566,1.07368e+09
482,0.127049,0.127329,1.07368e+09,0.0344794,0.181157,1.07368e+09
483,0.119623,0.119891,1.07368e+09,0.0333061,0.184586,1.07368e+09
484,0.107734,0.107977,1.07368e+09,0.0304035,0.187862,1.07368e+09
485,0.0974945,0.0977162,1.07368e+09,0.028779,0.190966,1.07368e+09
486,0.0935768,0.0937911,1.07368e+09,0.0289357,0.193896,1.07368e+09
487,0.090618,0.0908267,1.07368e+09,0.0282222,0.196718,1.07368e+09
488,0.0922691,0.0924829,1.07368e+09,0.0297322,0.199529,1.07368e+09
489,0.0998133,0.100046,1.07368e+09,0.0313785,0.202412,1.07368e+09
490,0.109589,0.109847,1.07368e+09,0.0343213,0.205405,1.07368e+09
491,0.115376,0.115651,1.07368e+09,0.0342858,0.208468,1.07368e+09
492,0.116674,0.116954,1.07368e+09,0.034588,0.211519,1.07368e+09
493,0.114937,0.115215,1.07368e+09,0.034063,0.214531,1.07368e+09
494,0.114525,0.114804,1.07368e+09,0.0329844,0.217546,1.07368e+09
495,0.115941,0.116228,1.07368e+09,0.0328562,0.220613,1.07368e+09
496,0.117543,0.117836,1.07368e+09,0.0321368,0.223749,1.07368e+09
497,0.121451,0.121758,1.07368e+09,0.0330567,0.226943,1.07368e+09
498,0.122232,0.122545,1.07368e+09,0.032495,0.230124,1.07368e+09
499,0.122266,0.122583,1.07368e+09,0.0338299,0.233193,1.07368e+09
500,0.121559,0.121877,1.07368e+09,0.0340685,0.236126,1.07368e+09
501,0.119351,0.119667,1.07368e+09,0.0345711,0.238983,1.07368e+09
502,0.122735,0.123062,1.07368e+09,0.0370641,0.241822,1.07368e+09
503,0.130585,0.130937,1.07368e+09,0.0391202,0.244671,1.07368e+09
504,0.135068,0.135437,1.07368e+09,0.039709,0.247515,1.07368e+09
505,0.138858,0.139242,1.07368e+09,0.0401921,0.250298,1.07368e+09
506,0.139445,0.139835,1.07368e+09,0.0398339,0.252968,1.07368e+09
507,0.13228,0.132654,1.07368e+09,0.0378852,0.255495,1.07368e+09
508,0.122288,0.122636,1.07368e+09,0.0361068,0.257849,1.07368e+09
509,0.111275,0.111594,1.07368e+09,0.0335844,0.260023,1.07368e+09
510,0.100502,0.100791,1.07368e+09,0.0307496,0.262035,1.07368e+09
511,0.089816,0.0900753,1.07368e+09,0.0272982,0.263878,1.07368e+09
512,0.0813519,0.0815876,1.07368e+09,0.0243728,0.265518,1.07368e+09
513,0.0718038,0.0720125,1.07368e+09,0.0211302,0.266944,1.07368e+09
514,0.0626413,0.0628239,1.07368e+09,0.0189108,0.268189,1.07368e+09
515,0.0517885,0.0519397,1.07368e+09,0.0167228,0.26928,1.07368e+09
516,0.0387276,0.0388408,1.07368e+09,0.0155804,0.270216,1.07368e+09
517,0.0266206,0.0266984,1.07368e+09,0.0142148,0.271005,1.07368e+09
518,0.0165288,0.0165771,1.07368e+09,0.0138513,0.271651,1.07368e+09
519,0.0130813,0.0131195,1.07368e+09,0.0132122,0.272162,1.07368e+09
520,0.0120399,0.0120751,1.07368e+09,0.0122467,0.272567,1.07368e+09
521,0.0113071,0.0113401,1.07368e+09,0.0119591,0.272872,1.07368e+09
522,0.00656759,0.00658678,1.07368e+09,0.0121091,0.273022,1.07368e+09
523,-0.00214895,-0.00215522,1.07368e+09,0.0134895,0.272957,1.07368e+09
524,-0.0160121,-0.0160589,1.07368e+09,0.0160671,0.272677,1.07368e+09
525,-0.0297972,-0.0298841,1.07368e+09,0.0184949,0.272218,1.07368e+09
526,-0.0374262,-0.0375353,1.07368e+09,0.0207695,0.271637,1.07368e+09
527,-0.0410631,-0.0411826,1.07368e+09,0.0228474,0.270972,1.07368e+09
528,-0.039601,-0.039716,1.07368e+09,0.0246396,0.270186,1.07368e+09
529,-0.0375225,-0.037631,1.07368e+09,0.0274005,0.269201,1.07368e+09
530,-0.0377448,-0.0378532,1.07368e+09,0.0306002,0.267981,1.07368e+09
531,-0.0395138,-0.0396264,1.07368e+09,0.0322892,0.266567,1.07368e+09
532,-0.0393789,-0.0394902,1.07368e+09,0.0313419,0.265031,1.07368e+09
533,-0.0413009,-0.0414167,1.07368e+09,0.0311901,0.263442,1.07368e+09
534,-0.0418018,-0.0419181,1.07368e+09,0.0318924,0.261792,1.07368e+09
535,-0.0383305,-0.0384362,1.07368e+09,0.0311588,0.260005,1.07368e+09
536,-0.0356953,-0.0357929,1.07368e+09,0.0324508,0.258009,1.07368e+09
537,-0.0307232,-0.0308063,1.07368e+09,0.0338852,0.255801,1.07368e+09
538,-0.0254884,-0.0255565,1.07368e+09,0.0335354,0.253426,1.07368e+09
539,-0.023455,-0.0235169,1.07368e+09,0.0337496,0.250961,1.07368e+09
540,-0.0264485,-0.0265174,1.07368e+09,0.0337718,0.248466,1.07368e+09
541,-0.0323774,-0.0324608,1.07368e+09,0.0334455,0.245903,1.07368e+09
542,-0.0365551,-0.0366482,1.07368e+09,0.0337699,0.243218,1.07368e+09
543,-0.0364831,-0.0365749,1.07368e+09,0.0352887,0.24047,1.07368e+09
544,-0.0314017,-0.0314796,1.07368e+09,0.0335112,0.237773,1.07368e+09
545,-0.0228568,-0.0229128,1.07368e+09,0.0310097,0.235164,1.07368e+09
546,-0.0131678,-0.0131997,1.07368e+09,0.0291485,0.232625,1.07368e+09
547,-0.00396273,-0.00397225,1.07368e+09,0.0267618,0.230138,1.07368e+09
548,0.00447666,0.00448733,1.07368e+09,0.0246604,0.227701,1.07368e+09
549,0.0109761,0.0110021,1.07368e+09,0.0235464,0.22535,1.07368e+09
550,0.0175888,0.0176303,1.07368e+09,0.0232116,0.223109,1.07368e+09
551,0.0292112,0.0292797,1.07368e+09,0.0231387,0.220947,1.07368e+09
552,0.0430517,0.0431523,1.07368e+09,0.0254585,0.218807,1.07368e+09
553,0.0550566,0.0551848,1.07368e+09,0.0272391,0.216622,1.07368e+09
554,0.0679441,0.068102,1.07368e+09,0.0304678,0.214341,1.07368e+09
555,0.081194,0.0813824,1.07368e+09,0.0328587,0.212,1.07368e+09
556,0.0905078,0.0907176,1.07368e+09,0.0339292,0.209695,1.07368e+09
557,0.0962943,0.0965175,1.07368e+09,0.0358282,0.207457,1.07368e+09
558,0.100579,0.100812,1.07368e+09,0.0374629,0.205228,1.07368e+09
559,0.103923,0.104163,1.07368e+09,0.0402753,0.202943,1.07368e+09
560,0.1108,0.111055,1.07368e+09,0.0437633,0.200568,1.07368e+09
561,0.120004,0.12028,1.07368e+09,0.0462536,0.198124,1.07368e+09
562,0.127801,0.128094,1.07368e+09,0.0472475,0.19572,1.07368e+09
563,0.134934,0.135243,1.07368e+09,0.0485219,0.19349,1.07368e+09
564,0.141356,0.14168,1.07368e+09,0.0477647,0.191448,1.07368e+09
565,0.144244,0.144576,1.07368e+09,0.0479297,0.189515,1.07368e+09
566,0.144781,0.145116,1.07368e+09,0.0497355,0.187624,1.07368e+09
567,0.1466,0.146939,1.07368e+09,0.0512291,0.185749,1.07368e+09
568,0.146642,0.146982,1.07368e+09,0.0525608,0.183913,1.07368e+09
569,0.147451,0.147792,1.07368e+09,0.0542378,0.182164,1.07368e+09
570,0.148147,0.148488,1.07368e+09,0.0543527,0.180535,1.07368e+09
571,0.148969,0.149311,1.07368e+09,0.0543978,0.179075,1.07368e+09
572,0.149445,0.149787,1.07368e+09,0.0546402,0.17787,1.07368e+09
573,0.147249,0.147585,1.07368e+09,0.053204,0.176949,1.07368e+09
574,0.144253,0.144581,1.07368e+09,0.0535602,0.176279,1.07368e+09
575,0.140712,0.14103,1.07368e+09,0.0534565,0.175859,1.07368e+09
576,0.138433,0.138744,1.07368e+09,0.0537483,0.1757,1.07368e+09
577,0.136543,0.136846,1.07368e+09,0.0534646,0.175791,1.07368e+09
578,0.134914,0.135211,1.07368e+09,0.0521432,0.176142,1.07368e+09
579,0.131414,0.131702,1.07368e+09,0.0503295,0.17679,1.07368e+09
580,0.129498,0.12978,1.07368e+09,0.0481279,0.177746,1.07368e+09
581,0.126949,0.127225,1.07368e+09,0.0459754,0.178985,1.07368e+09
582,0.122149,0.122415,1.07368e+09,0.0446716,0.180456,1.07368e+09
583,0.119611,0.11987,1.07368e+09,0.045185,0.182095,1.07368e+09
584,0.117546,0.1178,1.07368e+09,0.0450054,0.183855,1.07368e+09
585,0.114478,0.114724,1.07368e+09,0.0448605,0.185723,1.07368e+09
586,0.110126,0.110361,1.07368e+09,0.0442009,0.187701,1.07368e+09
587,0.107125,0.107352,1.07368e+09,0.0425169,0.189805,1.07368e+09
588,0.104251,0.10447,1.07368e+09,0.0403281,0.192054,1.07368e+09
589,0.102611,0.102827,1.07368e+09,0.0389651,0.194441,1.07368e+09
590,0.100194,0.100404,1.07368e+09,0.0372666,0.196918,1.07368e+09
591,0.096129,0.0963298,1.07368e+09,0.0363934,0.199425,1.07368e+09
592,0.0937997,0.0939951,1.07368e+09,0.0364411,0.201915,1.07368e+09
593,0.0924897,0.0926817,1.07368e+09,0.0355037,0.204374,1.07368e+09
594,0.0919789,0.0921694,1.07368e+09,0.0342481,0.206827,1.07368e+09
595,0.0918052,0.0919952,1.07368e+09,0.0330199,0.209311,1.07368e+09
596,0.0928797,0.0930721,1.07368e+09,0.031263,0.211835,1.07368e+09
597,0.0931638,0.0933574,1.07368e+09,0.0292313,0.214371,1.07368e+09
598,0.0930946,0.093289,1.07368e+09,0.0285088,0.216889,1.07368e+09
599,0.0919088,0.0921018,1.07368e+09,0.026933,0.219374,1.07368e+09
600,0.0906673,0.0908588,1.07368e+09,0.0263949,0.221826,1.07368e+09
601,0.0902839,0.0904758,1.07368e+09,0.0255126,0.224256,1.07368e+09
602,0.0867717,0.0869573,1.07368e+09,0.0234833,0.226656,1.07368e+09
603,0.0844703,0.0846522,1.07368e+09,0.0232834,0.229009,1.07368e+09
604,0.0826307,0.0828098,1.07368e+09,0.0221935,0.231322,1.07368e+09
605,0.0803818,0.0805572,1.07368e+09,0.0222305,0.233615,1.07368e+09
606,0.079401,0.0795753,1.07368e+09,0.0227782,0.235887,1.07368e+09
607,0.0775499,0.077721,1.07368e+09,0.0231526,0.238129,1.07368e+09
608,0.0755365,0.0757038,1.07368e+09,0.0236593,0.240333,1.07368e+09
609,0.0749111,0.0750777,1.07368e+09,0.0238958,0.242489,1.07368e+09
610,0.0760728,0.0762426,1.07368e+09,0.0254716,0.2446,1.07368e+09
611,0.0776274,0.0778012,1.07368e+09,0.0258233,0.246689,1.07368e+09
612,0.0815538,0.081737,1.07368e+09,0.0278106,0.248784,1.07368e+09
613,0.0852503,0.0854424,1.07368e+09,0.028889,0.250891,1.07368e+09
614,0.0856808,0.0858744,1.07368e+09,0.0288221,0.252987,1.07368e+09
615,0.0836658,0.0838554,1.07368e+09,0.0279263,0.255021,1.07368e+09
616,0.0813036,0.0814884,1.07368e+09,0.0266645,0.256947,1.07368e+09
617,0.0787324,0.0789118,1.07368e+09,0.0253431,0.258756,1.07368e+09
618,0.0758746,0.0760481,1.07368e+09,0.0233774,0.260463,1.07368e+09
619,0.0748641,0.0750359,1.07368e+09,0.02334,0.26207,1.07368e+09
620,0.0729085,0.0730765,1.07368e+09,0.021518,0.26357,1.07368e+09
621,0.0711372,0.0713017,1.07368e+09,0.0209243,0.264948,1.07368e+09
622,0.0683975,0.0685563,1.07368e+09,0.0195026,0.266188,1.07368e+09
623,0.0642097,0.0643593,1.07368e+09,0.01837,0.267281,1.07368e+09
624,0.0603269,0.0604678,1.07368e+09,0.0172417,0.268242,1.07368e+09
625,0.0550433,0.0551722,1.07368e+09,0.0156971,0.269073,1.07368e+09
626,0.0504936,0.0506122,1.07368e+09,0.0150882,0.269754,1.07368e+09
627,0.0466235,0.0467332,1.07368e+09,0.0140577,0.270284,1.07368e+09
628,0.0429111,0.0430122,1.07368e+09,0.013479,0.270683,1.07368e+09
629,0.0391,0.0391923,1.07368e+09,0.0128957,0.27096,1.07368e+09
630,0.0329407,0.0330186,1.07368e+09,0.0118836,0.271106,1.07368e+09
631,0.0231687,0.0232234,1.07368e+09,0.0108963,0.271095,1.07368e+09
632,0.0131779,0.013209,1.07368e+09,0.0114893,0.2709,1.07368e+09
633,0.00365453,0.00366316,1.07368e+09,0.012342,0.270525,1.07368e+09
634,-0.00657254,-0.00658803,1.07368e+09,0.0142389,0.269994,1.07368e+09
635,-0.0135434,-0.0135753,1.07368e+09,0.0151301,0.269318,1.07368e+09
636,-0.0188365,-0.0188807,1.07368e+09,0.0170912,0.268502,1.07368e+09
637,-0.0240699,-0.0241263,1.07368e+09,0.0184722,0.267555,1.07368e+09
638,-0.0290822,-0.0291502,1.07368e+09,0.0206456,0.266476,1.07368e+09
639,-0.0347578,-0.0348388,1.07368e+09,0.0217537,0.265254,1.07368e+09
640,-0.0414714,-0.0415677,1.07368e+09,0.0242426,0.263894,1.07368e+09
641,-0.0471131,-0.0472221,1.07368e+09,0.0260651,0.262405,1.07368e+09
642,-0.0508224,-0.0509395,1.07368e+09,0.0268007,0.260799,1.07368e+09
643,-0.0543897,-0.0545145,1.07368e+09,0.0287609,0.25909,1.07368e+09
644,-0.0565216,-0.0566506,1.07368e+09,0.0294747,0.257287,1.07368e+09
645,-0.0581537,-0.0582857,1.07368e+09,0.0308183,0.255377,1.07368e+09
646,-0.0610252,-0.0611628,1.07368e+09,0.0319629,0.253352,1.07368e+09
647,-0.0652006,-0.0653467,1.07368e+09,0.0340085,0.25121,1.07368e+09
648,-0.0694705,-0.069625,1.07368e+09,0.0352115,0.248941,1.07368e+09
649,-0.0726284,-0.0727887,1.07368e+09,0.0365452,0.246541,1.07368e+09
650,-0.0735874,-0.0737483,1.07368e+09,0.0379498,0.244038,1.07368e+09
651,-0.0719666,-0.0721223,1.07368e+09,0.0376457,0.241461,1.07368e+09
652,-0.0676847,-0.0678294,1.07368e+09,0.0376703,0.238814,1.07368e+09
653,-0.0616579,-0.0617881,1.07368e+09,0.0371077,0.236096,1.07368e+09
654,-0.0564875,-0.0566051,1.07368e+09,0.0363427,0.233309,1.07368e+09
655,-0.0514671,-0.0515727,1.07368e+09,0.0356024,0.230456,1.07368e+09
656,-0.048399,-0.0484969,1.07368e+09,0.0353973,0.227557,1.07368e+09
657,-0.0465541,-0.0466469,1.07368e+09,0.0346245,0.224629,1.07368e+09
658,-0.0432751,-0.0433601,1.07368e+09,0.033894,0.221675,1.07368e+09
659,-0.0400893,-0.0401669,1.07368e+09,0.0334219,0.218687,1.07368e+09
660,-0.0362297,-0.0362988,1.07368e+09,0.0325773,0.215658,1.07368e+09
661,-0.0314252,-0.0314842,1.07368e+09,0.032762,0.21259,1.07368e+09
662,-0.0268251,-0.0268746,1.07368e+09,0.0312887,0.209499,1.07368e+09
663,-0.0244839,-0.0245284,1.07368e+09,0.0311073,0.2064,1.07368e+09
664,-0.0222051,-0.0222448,1.07368e+09,0.0304314,0.203294,1.07368e+09
665,-0.0188574,-0.0188907,1.07368e+09,0.0295188,0.200178,1.07368e+09
666,-0.0157153,-0.0157426,1.07368e+09,0.0295155,0.197067,1.07368e+09
667,-0.0109433,-0.0109621,1.07368e+09,0.0285994,0.193983,1.07368e+09
668,-0.00477708,-0.00478514,1.07368e+09,0.0282863,0.190922,1.07368e+09
669,0.00160266,0.00160533,1.07368e+09,0.0275724,0.187879,1.07368e+09
670,0.00765809,0.00767066,1.07368e+09,0.0272964,0.184856,1.07368e+09
671,0.0123758,0.0123958,1.07368e+09,0.0263335,0.181845,1.07368e+09
672,0.0147193,0.0147428,1.07368e+09,0.0262232,0.178833,1.07368e+09
673,0.0174504,0.017478,1.07368e+09,0.0268857,0.175821,1.07368e+09
674,0.0198066,0.0198375,1.07368e+09,0.0271871,0.172802,1.07368e+09
675,0.0218527,0.0218863,1.07368e+09,0.0284997,0.169747,1.07368e+09
676,0.0245389,0.024576,1.07368e+09,0.0300733,0.166617,1.07368e+09
677,0.0266736,0.0267132,1.07368e+09,0.0317768,0.163386,1.07368e+09
678,0.0290722,0.0291145,1.07368e+09,0.0327623,0.160062,1.07368e+09
679,0.0295597,0.0296018,1.07368e+09,0.0338579,0.156692,1.07368e+09
680,0.0296118,0.0296529,1.07368e+09,0.034142,0.153315,1.07368e+09
681,0.0308792,0.030921,1.07368e+09,0.0348214,0.149936,1.07368e+09
682,0.0330432,0.0330867,1.07368e+09,0.0358323,0.146556,1.07368e+09
683,0.0351595,0.0352045,1.07368e+09,0.0363417,0.143174,1.07368e+09
684,0.0368065,0.0368521,1.07368e+09,0.0377406,0.139779,1.07368e+09
685,0.0370109,0.0370552,1.07368e+09,0.0378244,0.136383,1.07368e+09
686,0.0354885,0.0355294,1.07368e+09,0.0382085,0.133017,1.07368e+09
687,0.0335616,0.0335989,1.07368e+09,0.0376803,0.129697,1.07368e+09
688,0.0308088,0.0308417,1.07368e+09,0.0373851,0.126413,1.07368e+09
