469,0.952662
470,0.933581
471,0.911403
472,0.886204
473,0.858065
474,0.827081
475,0.793354
476,0.756995
477,0.718127
478,0.676876
479,0.633381
